mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__criterion,param_rf__max_depth,param_rf__max_features,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.6029526233673095,0.05057083288997165,0.16396570205688477,0.006919040851169069,gini,10,sqrt,50,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.6929637059548128,0.6872322161292934,0.6856554060231709,0.6781419104196829,0.6869783665177543,0.6861943210089428,0.004746541305962102,23
3.071160078048706,0.5673889685114673,0.26792454719543457,0.07698230100788146,gini,10,sqrt,100,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.6930006699320781,0.6927499519569751,0.6901450709266924,0.6759773088016,0.696961892203817,0.6897669787642325,0.007230762316690813,19
3.0738704681396483,0.0399889096902052,0.23317203521728516,0.036471817129443806,gini,10,sqrt,200,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.6915085576418025,0.6909159899207681,0.6865548828512195,0.6772416025784916,0.6965896481482419,0.6885621362281047,0.006493789682651344,22
2.2293207168579103,0.38566501469084546,0.3093886375427246,0.021681139322137524,gini,10,log2,50,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
1.8199594020843506,0.16293485640572034,0.1813033103942871,0.01221107939786285,gini,10,log2,100,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
2.642248821258545,0.42494812540234456,0.23200149536132814,0.05038849413085889,gini,10,log2,200,"{'rf__criterion': 'gini', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
2.701434373855591,0.7014110025224576,0.19034767150878906,0.05437822084022438,gini,20,sqrt,50,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.7411219614338179,0.7374543852115402,0.7333454410856978,0.7326971025850013,0.7429498547984063,0.7375137490228927,0.0040779612757837445,17
3.1251330852508543,0.3958649562939326,0.21613006591796874,0.04390528505799198,gini,20,sqrt,100,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.7415322529592685,0.736631187246437,0.7385410787247455,0.7350122521413863,0.7429498547984063,0.7389333251740486,0.002956871518965304,15
6.105530500411987,1.2382202007761287,0.2997936248779297,0.09917849237953104,gini,20,sqrt,200,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.7429542922769833,0.7439486545095717,0.7419191854568074,0.7339824398854857,0.7401812627732217,0.740597166980414,0.0035345107730403178,13
2.345922565460205,0.43474942590417137,0.2757227420806885,0.09243151586343332,gini,20,log2,50,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.646672297983021,0.6472178374634275,0.6453083456969558,0.6497480463987734,0.6488487218303566,0.6475590498745069,0.0015762857392192674,26
2.208000993728638,0.27764101692077253,0.18281292915344238,0.012507016429871355,gini,20,log2,100,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.6453984931357941,0.6459459776637821,0.6453083456969558,0.6459459776637821,0.6494807455437654,0.6464159079408159,0.0015554244097674074,28
4.138525676727295,0.9219703521568716,0.3111105442047119,0.10831671369903528,gini,20,log2,200,"{'rf__criterion': 'gini', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.6453984931357941,0.6459459776637821,0.6459459776637821,0.6465824736520922,0.6469459030685355,0.6461637650367973,0.0005417675825237596,29
18.02989978790283,0.4083723664442948,0.5035115242004394,0.011057790311078142,gini,,sqrt,50,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.8233454577580387,0.8238691099289118,0.8179858574673031,0.8167345544870365,0.8304217991742683,0.8224713557631116,0.004877661433154829,8
34.53619642257691,0.36654540280962994,0.847243356704712,0.009289903713737469,gini,,sqrt,100,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.827876275588005,0.820145785497813,0.8167090807621022,0.8148891811760165,0.8284117410446701,0.8216064128137214,0.005601109993450804,12
67.73226141929626,0.7263691254199134,1.5791804313659668,0.013754189045425707,gini,,sqrt,200,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.8272567253878079,0.8229551695400732,0.8166084767068894,0.8204603901032379,0.8289453370945016,0.8232452197665021,0.0044826170643786425,4
16.033064126968384,0.27366207657922714,0.660141897201538,0.02529962317631701,gini,,log2,50,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.8267389742161095,0.8236209623107492,0.8181835111543267,0.8195150227069753,0.8306400563991989,0.823739705357472,0.004590071799374654,2
31.708778429031373,1.3495208888404642,1.3749177932739258,0.41506473811720873,gini,,log2,100,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.8270850721176136,0.8219047450527699,0.8159915451051746,0.8181961955542215,0.8307286549022642,0.8227812425464089,0.005469464457374304,7
58.9771963596344,1.4178649446229052,2.3308465480804443,0.3599885571778038,gini,,log2,200,"{'rf__criterion': 'gini', 'rf__max_depth': None, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.8273892267747727,0.8239706221297235,0.8145007019425298,0.8184332785593108,0.8308702715354351,0.8230328201883544,0.00592007127327569,5
1.6312596797943115,0.18377556093094635,0.1889519214630127,0.07033572365375582,entropy,10,sqrt,50,"{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.6920643285933301,0.6837912523514527,0.6812718491626049,0.6800369923790897,0.6852867967952682,0.6844902438563489,0.004211397830550356,24
2.4826186656951905,0.6743378530981248,0.1825014591217041,0.021230551068804476,entropy,10,sqrt,100,"{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.6937264366698275,0.6894168572273425,0.6914300679592014,0.6784637297734555,0.6956659570123528,0.689740609728436,0.006018698582854083,20
3.7223161697387694,0.7324602022123893,0.25673389434814453,0.07010992407293969,entropy,10,sqrt,200,"{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.6909519147290711,0.6888582881591652,0.6868901540038239,0.6787204497602626,0.6980361814109439,0.6886913976126534,0.006247032158367232,21
1.6649181842803955,0.3248697643006273,0.2466190814971924,0.07559812456852168,entropy,10,log2,50,"{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
2.4022641658782957,0.6584537132094639,0.1979423999786377,0.045029356996622985,entropy,10,log2,100,"{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
2.311479949951172,0.02572009159778572,0.21392312049865722,0.006578816278721792,entropy,10,log2,200,"{'rf__criterion': 'entropy', 'rf__max_depth': 10, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.6453984931357941,0.6453083456969558,0.6453083456969558,0.6453083456969558,0.6456716963982063,0.6453990453249736,0.0001407253923181795,31
3.1401946544647217,0.6352885643093199,0.21207103729248047,0.0541672696293807,entropy,20,sqrt,50,"{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.7443125258712925,0.7378610815302715,0.7314383498231386,0.7302634422955455,0.7434759958396486,0.7374702790719794,0.005854235535110656,18
3.0117858409881593,0.04689279907016444,0.19085888862609862,0.0026714217912829105,entropy,20,sqrt,100,"{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.7396902400891492,0.736906686931306,0.7396295155271009,0.7326625869015383,0.741000609600177,0.7379779278098544,0.002973104993996101,16
6.242847633361817,1.1270593516989518,0.2615818977355957,0.025109202891785382,entropy,20,sqrt,200,"{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.740513586063424,0.7399010731136935,0.74037626625118,0.7323801381879584,0.7435687300121628,0.7393479587256838,0.003717189053099559,14
2.048099231719971,0.5797460889043445,0.24384279251098634,0.043198915519372195,entropy,20,log2,50,"{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.6473075006889661,0.6459459776637821,0.6459459776637821,0.6491171736059881,0.651997694111499,0.6480628647468035,0.0022859328950878186,25
2.597690534591675,0.7287601318761747,0.18641352653503418,0.0032160304706024567,entropy,20,log2,100,"{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.6453984931357941,0.6459459776637821,0.6459459776637821,0.6465824736520922,0.6494807455437654,0.6466707335318432,0.0014541729660145642,27
3.572476625442505,0.7974250054739253,0.2783926010131836,0.06137172620197127,entropy,20,log2,200,"{'rf__criterion': 'entropy', 'rf__max_depth': 20, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.6453984931357941,0.6459459776637821,0.6459459776637821,0.6459459776637821,0.6475813043616165,0.6461635460977514,0.0007399125083058142,30
17.389963006973268,0.38644371705248226,0.7393270969390869,0.07766677555864339,entropy,,sqrt,50,"{'rf__criterion': 'entropy', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 50}",0.8260144718309728,0.8145194552203664,0.8203077100633451,0.821731109386393,0.8292914950007919,0.8223728483003739,0.0050493861358521935,9
33.10687727928162,0.4775319046021881,1.3131134986877442,0.12207919094893692,entropy,,sqrt,100,"{'rf__criterion': 'entropy', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 100}",0.8257736598707865,0.8197190914419853,0.8183890855941068,0.8194475567316644,0.8282918801480535,0.8223242547573193,0.003951171274809977,10
65.74674968719482,0.8862694461448662,2.1373196601867677,0.1070367946041061,entropy,,sqrt,200,"{'rf__criterion': 'entropy', 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__n_estimators': 200}",0.8254819785744207,0.8206682813478252,0.8189008707480532,0.8208038465862181,0.8308764680852533,0.8233462890683543,0.004351143501690591,3
14.77355923652649,0.3627994939622816,0.7281111717224121,0.16880170429779381,entropy,,log2,50,"{'rf__criterion': 'entropy', 'rf__max_depth': None, 'rf__max_features': 'log2', 'rf__n_estimators': 50}",0.8255800375887926,0.8219222133491637,0.8199178496806768,0.8171831967840331,0.8258519955673088,0.8220910585939951,0.0033213272824787515,11
29.569816255569457,0.37507438680168764,1.2351215362548829,0.3779462045861455,entropy,,log2,100,"{'rf__criterion': 'entropy', 'rf__max_depth': None, 'rf__max_features': 'log2', 'rf__n_estimators': 100}",0.8260241950783329,0.8237844983088969,0.8248864227091434,0.8154222667040494,0.8288492048393272,0.8237933175279499,0.004512388719120981,1
54.010851335525516,4.861130997710718,2.1518270492553713,0.36696256660659965,entropy,,log2,200,"{'rf__criterion': 'entropy', 'rf__max_depth': None, 'rf__max_features': 'log2', 'rf__n_estimators': 200}",0.8253687151075533,0.8229085094112538,0.821534279501699,0.8156445907012737,0.8284864819631269,0.8227885153369814,0.004283629765462126,6
